billing_id,user_id,created_date,credit_card_provider,credit_card_security_code,credit_card_number,credit_card_expiry_date
5527,1617,2021-09-01,American Express,787,3541355717762932,04/31
5528,9078,2023-03-03,Discover,260,180022287676874,11/24
5529,4341,2021-06-18,VISA 16 digit,985,341040186511790,03/33
5530,4656,2022-11-30,VISA 16 digit,602,4635031536252,06/33
5531,1909,2021-12-05,JCB 16 digit,763,3572800504324448,01/28
5532,7795,2021-09-17,Diners Club / Carte Blanche,655,2720508326994560,11/27
5533,1616,2022-04-20,JCB 16 digit,837,3556359372722118,10/31
5534,4519,2022-02-19,JCB 15 digit,129,3551913272902116,03/24
5535,6580,2021-05-03,JCB 16 digit,157,4338150352767677407,03/24
5536,7412,2023-02-07,VISA 16 digit,4926,4051098287893360,08/32
5537,2048,2020-01-17,Mastercard,143,3529085865781469,03/30
5538,207,2020-03-23,JCB 15 digit,055,4548848637982482,10/30
5539,4119,2022-04-01,VISA 16 digit,628,180082821579919,02/25
5540,3322,2021-11-02,American Express,837,30378555104904,06/31
5541,4759,2021-11-11,VISA 13 digit,768,4760808980816803,12/32
5542,5760,2021-07-07,VISA 16 digit,923,3572305440649080,09/30
5543,7543,2021-12-11,VISA 13 digit,255,2705528120743483,11/27
5544,7064,2021-05-30,JCB 16 digit,364,3562917902934263,09/29
5545,1432,2020-09-11,VISA 13 digit,949,180050550607763,10/26
5546,141,2020-12-26,American Express,9710,3592565685133548,12/30
5547,6485,2020-03-28,Discover,7341,4090780341749059,04/30
5548,1964,2021-02-20,VISA 16 digit,985,6011783745203674,08/29
5549,5451,2020-03-05,VISA 19 digit,940,213104823082501,03/25
5550,1471,2021-03-29,Maestro,160,36399334350380,03/31
5551,1590,2020-07-18,Maestro,598,4433872990584834689,09/31
5552,4872,2022-03-19,JCB 16 digit,232,347424391249269,11/23
5553,358,2022-11-10,JCB 16 digit,317,4597886145565,04/25
5554,9198,2022-11-08,Diners Club / Carte Blanche,310,180045516319297,12/23
5555,1260,2021-04-10,JCB 16 digit,833,630422116909,10/32
5556,6602,2023-06-04,JCB 16 digit,275,180012788497045,10/23
5557,79,2020-04-28,VISA 16 digit,4651,6525310038163008,09/29
5558,1137,2020-03-11,VISA 16 digit,299,3552946666409719,05/28
5559,2450,2022-04-03,Diners Club / Carte Blanche,609,6011795429457319,05/29
5560,2395,2021-04-04,American Express,558,6011462893850756,02/28
5561,8829,2023-01-15,Mastercard,563,2274728082907859,02/28
5562,5188,2020-06-19,VISA 16 digit,416,344303097270121,08/26
5563,3013,2023-05-09,VISA 19 digit,319,4102940209030044,04/24
5564,3260,2022-04-09,JCB 16 digit,510,3544007282219783,04/31
5565,7037,2022-05-29,VISA 19 digit,036,213157008434582,10/29
5566,5388,2021-11-28,VISA 16 digit,891,36847756093375,01/29
5567,1262,2022-02-16,JCB 16 digit,858,346258057570175,03/24
5568,944,2022-10-14,VISA 16 digit,375,4595784060897708757,12/26
5569,9034,2022-03-04,American Express,813,4320027626394744,12/32
5570,1604,2021-12-29,VISA 13 digit,239,4198579160054240,08/30
5571,6115,2023-01-03,JCB 15 digit,411,676129274772,05/29
5572,8300,2022-05-30,Mastercard,782,6011197758597395,02/31
5573,8662,2020-03-14,VISA 16 digit,862,3524772188140318,12/24
5574,5216,2022-12-25,VISA 19 digit,106,4149600388746845605,01/33
5575,3793,2021-07-10,VISA 13 digit,580,371777282881550,04/30
5576,9466,2022-04-24,Mastercard,318,3558007609459214,07/24
5577,6663,2023-01-18,JCB 16 digit,491,6541082664002152,02/28
5578,2313,2022-01-22,Maestro,981,4689538010535317,09/28
5579,5744,2022-03-18,VISA 16 digit,048,3569457398614072,09/24
5580,6232,2022-07-15,Maestro,849,6011672815492020,11/24
5581,6530,2021-12-03,VISA 16 digit,203,2236042260748318,07/31
5582,9709,2021-08-10,JCB 16 digit,430,4830880958711,07/31
5583,1672,2021-08-19,JCB 16 digit,719,180040522752219,08/25
5584,9692,2020-08-03,JCB 16 digit,019,377748633568489,06/28
5585,3177,2022-11-09,VISA 16 digit,560,3529510094929753,12/32
5586,6105,2020-04-23,Discover,8122,561889174216,12/27
5587,3371,2022-12-19,JCB 16 digit,655,4874402468954115272,11/32
5588,307,2022-10-08,JCB 16 digit,7008,676244584592,01/33
5589,9087,2021-09-17,VISA 19 digit,775,4443197646598316785,07/30
5590,1003,2022-07-01,Mastercard,194,3538783552614204,08/23
5591,8851,2020-09-25,VISA 16 digit,576,4631740215067646,09/29
5592,1120,2022-11-16,JCB 15 digit,422,3549965657102907,10/32
5593,942,2021-12-16,JCB 15 digit,769,3551915087007577,06/28
5594,9493,2022-08-16,Maestro,679,3579469664298926,06/30
5595,60,2021-06-07,JCB 15 digit,237,374435673879942,02/26
5596,289,2023-05-27,JCB 15 digit,537,3538159453283920,07/28
5597,1874,2023-02-01,Mastercard,349,4612448329175,11/31
5598,9448,2021-02-13,JCB 16 digit,516,213182573356002,07/31
5599,2178,2022-06-09,JCB 16 digit,644,4009827959914440,10/31
5600,5438,2021-02-09,American Express,756,560346585048,03/32
5601,5602,2022-01-26,VISA 19 digit,210,2293735096179141,05/24
5602,3810,2021-06-15,VISA 19 digit,485,180090484831444,12/31
5603,2387,2021-05-31,JCB 16 digit,307,4256413750522508,05/29
5604,4517,2021-02-15,VISA 13 digit,279,3531158117913960,09/29
5605,6931,2022-10-09,VISA 16 digit,885,180045176993142,03/27
5606,1341,2021-05-08,JCB 16 digit,335,4393915313525582,04/27
5607,9111,2021-01-23,American Express,058,2684585187971220,05/25
5608,9528,2023-03-01,JCB 16 digit,132,4887791768407,02/32
5609,7975,2023-01-19,Maestro,741,4221172551879,12/23
5610,1101,2022-05-31,JCB 16 digit,2243,3570549711155564,04/31
5611,210,2021-12-10,VISA 16 digit,519,38699299086392,11/32
5612,9391,2021-04-08,Discover,474,3552929435911462,11/27
5613,8977,2022-05-15,American Express,171,3573040348687929,03/27
5614,6909,2023-03-18,Mastercard,861,3589719677358101,01/24
5615,2240,2020-07-24,VISA 13 digit,176,348469460263112,10/24
5616,9360,2020-01-29,Mastercard,115,5149455961978431,12/26
5617,7272,2022-05-04,VISA 19 digit,214,502059875844,10/25
5618,6417,2023-04-25,Mastercard,717,501827240505,01/28
5619,7644,2022-01-01,JCB 16 digit,089,3517064497557716,10/26
5620,8824,2020-10-23,Mastercard,795,3586209698962449,07/32
5621,4059,2021-04-20,Diners Club / Carte Blanche,126,4051107848357520371,07/30
5622,2210,2023-02-21,VISA 13 digit,741,584093082173,08/30
5623,2606,2021-05-10,Maestro,069,4009623745741687226,09/30
5624,6987,2021-01-12,Maestro,654,577609921595,05/24
5625,6964,2021-01-31,JCB 15 digit,948,2520175455399110,04/33
5626,1908,2020-07-06,VISA 16 digit,7772,4956376619760036,06/27
5627,4202,2022-10-03,JCB 16 digit,442,30126728658805,01/32
5628,7397,2021-06-08,JCB 15 digit,691,639007133635,12/27
5629,1128,2022-03-20,VISA 16 digit,839,2255292567186243,06/28
5630,5473,2023-01-20,VISA 16 digit,453,4499999326100388,07/31
5631,3067,2021-11-23,Discover,474,639080974988,11/29
5632,4628,2020-04-22,American Express,271,36542017570101,04/31
5633,7498,2021-03-20,American Express,375,379423344623456,06/32
5634,916,2021-06-10,VISA 13 digit,090,4037422237142018,08/23
5635,5884,2020-04-08,VISA 16 digit,781,2281884225683716,01/30
5636,2869,2022-10-15,VISA 16 digit,405,6581664443263030,08/28
5637,1058,2020-07-28,VISA 13 digit,123,4519661026585289267,02/29
5638,68,2021-06-25,JCB 15 digit,728,374172246784479,05/27
5639,8840,2021-09-30,Maestro,363,213131746332044,05/31
5640,975,2023-04-24,JCB 15 digit,190,3553600015541776,10/24
5641,9985,2021-12-16,VISA 13 digit,644,6588585493090572,05/33
5642,2346,2023-06-26,Discover,805,501893609849,11/25
5643,134,2022-06-16,JCB 16 digit,290,180034078085215,01/27
5644,4053,2022-05-22,American Express,638,180001339380297,02/27
5645,7988,2020-10-27,JCB 15 digit,919,2494941120275908,08/28
5646,6761,2020-05-15,VISA 13 digit,1187,3555181882083851,06/25
5647,3386,2021-02-23,VISA 16 digit,097,3555240047653204,09/25
5648,4594,2020-12-16,JCB 16 digit,982,343645639081510,05/25
5649,733,2021-12-05,JCB 16 digit,348,4840253844365331099,05/32
5650,5811,2021-02-03,VISA 16 digit,304,4572940256738144,02/28
5651,3739,2020-02-29,Discover,142,3534406235811385,07/26
5652,372,2022-12-27,American Express,367,630408908105,04/27
5653,6990,2021-02-14,VISA 13 digit,971,6011128937213166,03/30
5654,9617,2021-04-11,JCB 16 digit,345,3573653987133417,11/29
5655,7863,2020-12-16,VISA 13 digit,271,3550918142836833,08/23
5656,6946,2022-10-12,Maestro,872,213113286974781,01/31
5657,8455,2022-03-13,JCB 16 digit,826,30432723653928,10/30
5658,1984,2020-04-06,JCB 16 digit,455,180034382344704,12/30
5659,4853,2022-03-24,VISA 19 digit,708,6509376158255767,03/33
5660,3419,2022-01-04,VISA 13 digit,323,6513441134634966,01/33
5661,8383,2021-09-23,VISA 16 digit,487,4496953637548507,05/29
5662,8617,2020-09-06,Diners Club / Carte Blanche,219,3550477173067651,12/25
5663,7605,2020-08-12,JCB 16 digit,273,2270182033058640,08/27
5664,4664,2021-11-03,VISA 13 digit,757,4719221524045,06/32
5665,7804,2023-03-28,American Express,611,3558262884600459,12/25
5666,4382,2021-12-13,Discover,554,4365703607225232,03/24
5667,4688,2022-03-17,Mastercard,541,3572727830996971,04/32
5668,974,2021-03-29,Diners Club / Carte Blanche,729,348096804958543,04/33
5669,138,2022-11-29,JCB 15 digit,465,372326427694921,06/24
5670,4361,2021-03-12,JCB 15 digit,895,502021083188,11/31
5671,9970,2021-01-19,JCB 15 digit,832,3503153099307210,11/32
5672,7687,2021-11-30,JCB 15 digit,910,30403659552707,01/24
5673,2480,2021-10-18,VISA 19 digit,699,374180414268795,08/25
5674,3902,2020-02-04,VISA 16 digit,974,2663332259346212,04/26
5675,4274,2022-10-09,Mastercard,635,4775691912722,03/27
5676,8917,2022-06-16,VISA 16 digit,045,180056033949375,01/26
5677,6653,2021-11-23,Maestro,795,3515740192723453,05/26
5678,1524,2020-05-19,Discover,729,6011741594456900,01/30
5679,6390,2020-01-03,Mastercard,3614,4517357083537151,05/29
5680,8797,2023-06-23,VISA 19 digit,134,4927845614716455891,11/27
5681,484,2022-01-13,American Express,864,6011000562291314,09/29
5682,9341,2022-10-28,VISA 16 digit,183,180054322444828,11/30
5683,2505,2020-03-14,VISA 19 digit,819,213151570553564,06/27
5684,2738,2020-09-13,VISA 16 digit,939,502029862831,10/25
5685,4136,2020-11-11,VISA 16 digit,227,4661949398874740183,07/26
5686,5622,2021-03-18,JCB 16 digit,338,4973789268793273,11/32
5687,9291,2022-07-15,VISA 16 digit,435,4679905573278142,01/27
5688,9566,2021-08-16,VISA 16 digit,768,4364374206541514862,10/30
5689,251,2023-01-05,VISA 16 digit,859,501806207541,05/28
5690,5074,2023-06-22,JCB 16 digit,619,589070345329,06/26
5691,9659,2021-01-19,VISA 13 digit,786,3544924040180505,04/25
5692,556,2021-07-05,JCB 16 digit,543,3574611869473078,07/26
5693,3217,2021-03-11,VISA 16 digit,673,4417667661597059,01/24
5694,8883,2020-04-18,Diners Club / Carte Blanche,707,38253189787113,01/24
5695,2268,2020-01-28,JCB 16 digit,296,38463520760568,10/32
5696,3166,2022-03-07,VISA 19 digit,429,5555389064030203,01/25
5697,879,2020-03-06,VISA 13 digit,455,4964821502575,04/28
5698,1794,2022-03-06,VISA 16 digit,238,4118378307690439,03/29
5699,2945,2022-10-03,Diners Club / Carte Blanche,914,4306159066400101678,04/31
5700,3190,2022-08-10,VISA 13 digit,233,2614428966199132,07/28
5701,2497,2021-02-01,VISA 13 digit,759,348119324660447,07/29
5702,1653,2023-04-09,American Express,779,3500894218116494,08/32
5703,2436,2021-01-05,Mastercard,6072,4090744305968378,07/24
5704,3384,2021-12-23,Diners Club / Carte Blanche,8060,213198990648383,03/27
5705,8814,2022-06-24,American Express,075,4929276087067,01/26
5706,5581,2021-10-10,VISA 16 digit,3498,4762110799062,10/24
5707,2982,2021-12-12,Discover,315,2296332877086195,10/30
5708,2406,2022-12-26,JCB 16 digit,149,639043271753,07/30
5709,3755,2023-03-03,VISA 16 digit,453,4204391805661518,04/30
5710,9489,2021-07-21,JCB 15 digit,404,6539260414324241,06/32
5711,3529,2020-09-25,JCB 16 digit,812,4504913996341509893,12/29
5712,2093,2022-09-17,Mastercard,289,30567997120839,11/30
5713,6267,2021-02-06,VISA 13 digit,619,676169216675,05/29
5714,8427,2021-07-15,JCB 16 digit,936,4328407422281760,02/30
5715,8823,2021-10-30,Discover,609,5426985937104823,05/29
5716,6212,2020-06-07,JCB 16 digit,5758,4929504788296,04/29
5717,3050,2020-01-27,American Express,691,4238702605742607,08/30
5718,904,2022-03-04,VISA 16 digit,351,2522738439451691,10/30
5719,7637,2021-02-24,JCB 16 digit,678,213124736151615,10/30
5720,6618,2021-05-09,VISA 16 digit,901,30025764998606,09/26
5721,5203,2020-07-08,VISA 19 digit,016,6011850266846940,04/24
5722,8001,2022-10-12,VISA 16 digit,512,4942547121214376,12/31
5723,8805,2022-01-19,VISA 16 digit,383,213124892062523,04/31
5724,8009,2023-01-22,VISA 16 digit,898,3596648507571248,11/27
5725,3765,2022-06-13,JCB 16 digit,544,3593961410167415,04/24
5726,8965,2020-02-22,JCB 16 digit,885,4888899562122,05/30
5727,8623,2022-05-31,Maestro,8898,585328172630,06/28
5728,1329,2021-04-19,Discover,800,060408890584,07/31
5729,200,2021-07-15,Diners Club / Carte Blanche,771,4830653314127279,05/30
5730,9025,2022-08-20,VISA 16 digit,192,213162307204181,11/23
5731,5757,2022-06-16,JCB 16 digit,6789,180017489838959,02/32
5732,1321,2022-06-25,JCB 15 digit,6765,4576427584565387,06/29
5733,918,2021-06-19,VISA 16 digit,999,3521292562537016,03/30
5734,9519,2020-08-04,Mastercard,406,180013109716626,01/33
5735,5371,2020-10-17,JCB 16 digit,598,30060844014025,06/25
5736,8655,2021-05-20,VISA 16 digit,883,3570147291993338,07/24
5737,7832,2022-12-07,Discover,584,180087130529174,02/28
5738,1059,2021-02-28,Discover,700,3540874502873234,12/30
5739,860,2020-10-03,Mastercard,973,2278357164322815,06/33
5740,4478,2022-04-07,JCB 16 digit,7858,4788224295149190037,03/31
5741,6782,2020-07-20,VISA 13 digit,922,340987737018645,10/29
5742,9473,2022-04-20,VISA 13 digit,263,3554549053245361,09/32
5743,1277,2022-09-24,Maestro,594,4604578017995504,04/33
5744,5587,2021-08-18,VISA 16 digit,993,3528288631647045,10/23
5745,4840,2021-02-26,Mastercard,387,6535113153747995,05/24
5746,5053,2021-05-20,Mastercard,537,6512801699918008,02/27
5747,8309,2020-02-12,Discover,752,377344583967697,09/23
5748,8321,2022-01-06,JCB 16 digit,350,213176394293998,01/32
5749,8524,2021-06-30,JCB 16 digit,881,3560752184608802,11/29
5750,1436,2022-10-13,JCB 16 digit,274,2401222403167068,05/25
5751,3848,2022-11-26,Discover,641,4372442360771055,04/29
5752,4327,2022-02-03,VISA 16 digit,032,3517002470967544,10/27
5753,2051,2020-12-17,VISA 19 digit,391,371117970944768,05/27
5754,4777,2020-10-28,VISA 16 digit,878,6594733644517158,11/32
5755,3820,2020-12-05,American Express,605,2572704502255012,05/31
5756,7691,2021-11-08,VISA 16 digit,599,213197606114947,01/33
5757,9340,2021-01-01,JCB 16 digit,262,38453693961622,12/24
5758,9877,2022-12-31,JCB 16 digit,742,6011256888344928,06/29
5759,2108,2021-11-03,VISA 16 digit,761,501897277486,11/32
5760,4224,2021-10-27,VISA 16 digit,395,3598774219859206,09/25
5761,5150,2020-04-04,JCB 15 digit,080,568628046738,06/29
5762,629,2023-02-19,Discover,267,6552267268188046,07/30
5763,5552,2022-08-02,JCB 16 digit,130,4122395859989567,08/25
5764,8884,2020-04-09,Discover,700,2720940973133509,06/26
5765,7658,2021-04-13,JCB 15 digit,111,501801207561,11/28
5766,3500,2020-07-11,JCB 15 digit,874,344944733569804,08/25
5767,5260,2020-08-05,Maestro,344,3589081120009298,10/26
5768,471,2020-07-28,VISA 16 digit,1556,371433338680378,01/26
5769,3036,2022-09-10,American Express,254,6011056976487633,03/29
5770,987,2022-03-31,JCB 16 digit,963,3500527761927277,05/29
5771,8926,2021-04-17,American Express,018,4617573796392663,05/26
5772,4296,2020-09-21,Mastercard,561,4310580210036,03/29
5773,9020,2023-04-22,VISA 19 digit,459,6011243314993536,11/32
5774,6973,2021-09-04,JCB 16 digit,613,060468285394,08/27
5775,3191,2020-03-03,VISA 19 digit,798,372029007560393,04/26
5776,9549,2020-06-29,JCB 15 digit,152,36773237108154,10/28
5777,6014,2023-05-03,Maestro,582,5157065339807789,12/25
5778,5692,2021-12-19,JCB 15 digit,752,3556400973791746,04/24
5779,7382,2020-02-03,JCB 16 digit,7037,639031229789,12/28
5780,5579,2021-03-01,Discover,115,3523895300870099,06/29
5781,1985,2021-04-22,Diners Club / Carte Blanche,6218,4227889118092,07/23
5782,1397,2020-07-04,JCB 15 digit,227,2438822065619764,10/32
5783,290,2020-05-07,Mastercard,508,4206926172791,09/30
5784,6774,2020-10-15,VISA 16 digit,232,213102344636128,01/29
5785,8099,2020-04-04,Mastercard,627,6585924356698218,02/29
5786,555,2021-03-16,VISA 16 digit,100,3514778380022354,10/28
5787,5422,2022-02-10,Mastercard,019,3570639591630180,09/29
5788,144,2021-08-21,JCB 16 digit,2053,2235067181919327,10/23
5789,4963,2021-10-21,VISA 13 digit,256,3509845488462233,11/26
5790,9181,2022-12-12,VISA 16 digit,839,4488086419580,10/26
5791,2502,2022-12-03,Maestro,968,2400179051318560,12/30
5792,6874,2021-04-27,American Express,566,3518151724181821,02/24
5793,1748,2020-03-19,VISA 16 digit,816,213186671990257,01/27
5794,2236,2021-10-17,JCB 16 digit,600,180011643633380,11/26
5795,1706,2020-03-24,VISA 13 digit,764,377027460220823,08/28
5796,5620,2022-02-03,JCB 15 digit,614,4277524079884591315,07/28
5797,2199,2022-07-11,American Express,131,30149687716471,05/32
5798,6088,2023-04-11,Maestro,2297,4688507212841,01/26
5799,6850,2023-06-29,VISA 16 digit,923,574446157483,04/33
5800,6858,2022-01-26,Discover,971,6584887912637262,06/31
5801,8801,2022-01-05,Maestro,172,36604209876355,04/27
5802,7133,2020-10-01,VISA 19 digit,322,5536354715313832,11/29
5803,4803,2022-04-14,JCB 16 digit,4399,6011652225017104,05/30
5804,9650,2022-01-12,JCB 15 digit,869,3534547077852076,07/25
5805,3955,2020-01-20,VISA 19 digit,230,3508555974205019,09/28
5806,7431,2020-05-21,VISA 16 digit,691,30380631327855,12/29
5807,2843,2023-03-22,American Express,661,060415951445,11/32
5808,7164,2022-08-28,VISA 16 digit,050,2235950969345510,11/29
5809,3207,2022-03-17,JCB 16 digit,943,3504797991513579,11/25
5810,7669,2022-06-30,VISA 13 digit,460,4757441532810,03/24
5811,3598,2022-09-18,VISA 16 digit,526,4282770196737668552,01/27
5812,3775,2023-04-10,Diners Club / Carte Blanche,554,630444298495,02/32
5813,5646,2022-01-31,VISA 16 digit,713,4403999213976911,07/33
5814,7697,2022-10-09,Maestro,238,4074259928186399,11/24
5815,8774,2023-01-01,American Express,835,4594952718089200,02/29
5816,464,2023-05-06,VISA 19 digit,232,374442489412389,07/25
5817,6835,2022-01-07,Diners Club / Carte Blanche,307,4663317710966431,12/30
5818,638,2022-12-04,Maestro,296,180007519257015,02/32
5819,7672,2022-01-16,Diners Club / Carte Blanche,052,6011177587208422,07/28
5820,3365,2023-06-24,VISA 16 digit,275,3543702715528625,09/27
5821,6098,2022-07-17,VISA 16 digit,039,3599707873057294,07/32
5822,2200,2023-05-19,Maestro,535,2720386362256693,08/26
5823,602,2020-02-22,JCB 16 digit,607,6587699991806388,03/27
5824,7870,2021-11-16,Diners Club / Carte Blanche,856,2293163881541203,04/29
5825,1326,2021-01-09,VISA 16 digit,657,3518572858463695,08/26
5826,1244,2022-07-20,Mastercard,193,6537206420918759,10/31
5827,2424,2021-12-14,VISA 13 digit,224,4851406783730,10/26
5828,3486,2022-08-27,VISA 19 digit,6812,4534560550708879,08/31
5829,5816,2021-10-31,Diners Club / Carte Blanche,437,3518165936420967,02/28
5830,3997,2021-02-24,JCB 16 digit,229,180057772530509,10/26
5831,7173,2022-04-20,VISA 16 digit,042,4207563489578928765,11/27
5832,3717,2022-06-15,VISA 16 digit,362,3500974025761490,07/25
5833,8738,2020-12-18,Mastercard,187,4052060895312,08/24
5834,7326,2021-10-18,VISA 16 digit,0493,639071309152,08/28
5835,6452,2020-07-21,JCB 16 digit,613,38413661223579,10/27
5836,5638,2021-02-16,Maestro,052,2297173439436232,02/24
5837,5906,2021-11-17,JCB 15 digit,418,4039468269739682,01/32
5838,6838,2022-11-09,VISA 19 digit,726,676338122705,11/26
5839,1988,2020-03-13,American Express,657,4056146677891047944,01/33
5840,3977,2023-06-01,VISA 13 digit,655,4930175499330279,02/27
5841,2487,2020-08-29,American Express,4070,4617131230065096,08/28
5842,5159,2020-07-31,Mastercard,445,6011706519158451,01/29
5843,8259,2022-01-26,Diners Club / Carte Blanche,382,4789027806065837,09/32
5844,3281,2020-11-01,Maestro,968,6540357360689788,02/33
5845,4408,2020-10-30,VISA 13 digit,513,349865368654204,05/25
5846,9769,2022-04-15,VISA 16 digit,266,502043930754,10/30
5847,3967,2020-10-09,Discover,458,5335366627252729,10/25
5848,4992,2020-03-05,VISA 16 digit,893,4408068339887108977,09/31
5849,4301,2021-08-20,American Express,055,3581020930427553,12/27
5850,8081,2021-12-24,JCB 16 digit,475,30404694093152,08/28
5851,3769,2021-11-11,American Express,780,501845020061,11/26
5852,3488,2023-05-26,JCB 16 digit,143,4383285753550,07/28
5853,508,2023-07-03,VISA 13 digit,989,180086056965552,05/31
5854,5909,2020-01-28,Discover,673,3534050178915033,03/28
5855,6001,2020-01-09,VISA 16 digit,4664,4544742922143377,04/31
5856,3009,2021-03-31,VISA 19 digit,678,4226205221877884,04/32
5857,5618,2021-05-31,Mastercard,394,374293695438217,02/25
5858,86,2021-07-23,VISA 13 digit,048,4096575887936470193,03/28
5859,2456,2020-01-13,American Express,259,4869924447056261,03/27
5860,983,2020-03-18,JCB 16 digit,381,6011955453154956,11/28
5861,5574,2020-02-29,Discover,894,3529248607857811,04/26
5862,9182,2021-09-03,Mastercard,3640,3527146538122986,09/30
5863,3204,2020-11-25,American Express,233,4030823742236060534,05/28
5864,2935,2020-03-15,Discover,048,6011047305013463,03/28
5865,475,2021-02-01,Mastercard,6352,4465776491603789714,01/30
5866,364,2023-06-18,JCB 16 digit,9492,676220291758,04/26
5867,1334,2020-01-31,JCB 16 digit,211,341980468682266,08/29
5868,5456,2020-07-20,JCB 16 digit,868,676250293161,12/26
5869,1845,2023-04-20,Mastercard,461,3502568813000331,01/31
5870,7807,2021-01-30,JCB 16 digit,7244,4108075040086,09/26
5871,8514,2022-04-18,VISA 13 digit,791,4573283628045464649,04/32
5872,3080,2020-02-26,JCB 16 digit,9407,3531804032228808,02/24
5873,2027,2021-04-29,VISA 16 digit,846,2257379464503295,10/28
5874,1311,2021-08-12,VISA 13 digit,0285,4044743613957617,12/28
5875,2689,2021-03-18,JCB 16 digit,579,6011731425605312,04/25
5876,3527,2022-08-04,American Express,794,6011188303362914,01/27
5877,3796,2023-03-19,VISA 16 digit,293,6555082296208048,05/24
5878,6801,2023-03-13,Maestro,387,2288252609618331,11/31
5879,9855,2023-05-24,JCB 16 digit,691,4618049154862093096,02/32
5880,9004,2021-05-12,VISA 13 digit,662,4175742226823037379,07/31
5881,7820,2023-02-15,Mastercard,534,3566682709224112,12/32
5882,6335,2021-10-16,VISA 16 digit,370,639030924844,05/33
5883,7624,2020-11-01,VISA 13 digit,856,2559325717860284,04/30
5884,9324,2021-01-21,VISA 16 digit,028,4123523410187,10/24
5885,7303,2022-09-23,American Express,492,2710276677039656,09/31
5886,5433,2021-09-03,JCB 15 digit,936,180022732127598,03/26
5887,6558,2022-02-18,VISA 13 digit,564,30309589553394,09/28
5888,7751,2020-07-16,Diners Club / Carte Blanche,949,3564295547129302,08/31
5889,4125,2022-10-02,Diners Club / Carte Blanche,424,4381315156588,03/28
5890,8486,2020-03-11,Diners Club / Carte Blanche,140,3564242284603222,07/30
5891,1517,2022-05-14,JCB 16 digit,851,4913946436821005,06/24
5892,1657,2021-05-26,JCB 16 digit,568,2368979259723960,04/29
5893,2385,2020-01-22,American Express,244,30151387679785,05/25
5894,3575,2020-06-25,JCB 16 digit,929,3578365083148398,03/33
5895,7597,2022-05-10,VISA 13 digit,124,30590316662133,06/27
5896,8143,2022-01-03,Mastercard,738,583785668398,06/27
5897,2635,2022-03-18,Discover,422,2224767582298881,04/31
5898,9632,2022-01-19,Discover,990,3557531121049840,09/30
5899,5718,2022-05-26,Discover,220,3542423003408104,05/28
5900,6619,2021-10-20,VISA 16 digit,837,3577229749647808,06/29
5901,9105,2022-01-28,VISA 16 digit,661,502044909401,10/29
5902,4917,2020-09-17,Discover,865,6595119894418728,04/32
5903,1236,2020-01-31,Discover,038,4709356919326337659,11/28
5904,8390,2023-04-17,VISA 19 digit,9607,4443844267391,02/30
5905,404,2021-10-07,VISA 19 digit,915,3569822724084334,05/25
5906,5779,2022-11-30,Diners Club / Carte Blanche,1572,4231541893189547657,05/32
5907,5170,2021-01-16,Maestro,369,30020199537871,11/24
5908,4188,2021-11-19,VISA 13 digit,9204,348522398687636,05/29
5909,1083,2023-03-10,American Express,249,4238616012502646,05/28
5910,3934,2020-11-01,VISA 19 digit,2311,6587179051620821,07/25
5911,4540,2021-08-14,VISA 13 digit,158,213107374515316,09/32
5912,7715,2023-03-22,Discover,542,30091163019352,09/32
5913,1894,2020-10-17,VISA 13 digit,417,4562890752665,05/29
5914,1506,2020-10-02,VISA 16 digit,216,38773332083342,04/33
5915,6750,2021-12-25,JCB 15 digit,006,4065319801386,11/32
5916,7883,2020-04-21,JCB 16 digit,074,570762592683,05/27
5917,1028,2021-12-02,Discover,484,4421628949202,01/33
5918,9609,2022-07-09,Maestro,349,2253312465831146,07/30
5919,1383,2022-02-11,Mastercard,105,6011833722805965,02/25
5920,3534,2023-06-04,Diners Club / Carte Blanche,546,213165273127419,08/31
5921,4159,2020-05-15,VISA 16 digit,524,3596277081786608,09/26
5922,5571,2020-08-18,JCB 15 digit,700,4482074549334,08/30
5923,4785,2020-04-06,Discover,282,2256518536134883,02/33
5924,8505,2022-09-24,Mastercard,442,676126888996,08/29
5925,3048,2020-12-22,VISA 16 digit,681,4288959154201,12/28
5926,1683,2022-02-15,VISA 13 digit,514,342661888859424,08/24
5927,5665,2020-05-18,VISA 16 digit,905,4521828944612,01/29
5928,5131,2022-01-08,JCB 16 digit,614,373412110210024,08/28
5929,9224,2020-04-09,Discover,2008,2279634506198650,02/30
5930,3159,2020-01-06,JCB 16 digit,2597,676226705454,07/29
5931,9308,2021-09-09,Maestro,755,4551461127896726172,03/31
5932,8831,2022-04-29,VISA 19 digit,491,30130551929507,10/30
5933,4888,2023-05-13,JCB 15 digit,216,36969181154083,08/26
5934,2095,2021-02-14,JCB 16 digit,503,4872658294287356,07/30
5935,8469,2023-06-09,VISA 16 digit,208,340671178362593,06/27
5936,3077,2021-09-01,Mastercard,567,180067517323979,05/28
5937,7590,2020-07-27,Discover,248,4362275891656441,10/25
5938,375,2022-09-25,JCB 16 digit,098,3567582526095803,04/29
5939,8301,2021-10-16,VISA 19 digit,567,4171169015998592,05/24
5940,9330,2022-03-08,JCB 16 digit,269,343569578297491,05/27
5941,4031,2022-10-01,Maestro,754,4424340985744,11/27
5942,9376,2023-06-15,VISA 16 digit,623,6587758949942081,10/25
